system,query word,query datetime,rank,dataset,openalex id,doi,title,year,type,publication venue,publisher,authors,institutions,reference,cited by,fwci,citation percentile (by year/subfield),primary topic,primary subfield,primary field,primary domain,is oa,open access status,source type,retracted,language,country,from global south
GPT,Econometrics,2026-04-29 11:40:00,90,OpenAlex,https://openalex.org/W2105934661,https://doi.org/10.1115/1.3662552,A New Approach to Linear Filtering and Prediction Problems,1960.0,article,Journal of Basic Engineering,American Society of Mechanical Engineers,R. E. Kalman,Institute for Advanced Study,19,30742.0,61.2647,0.99831996,Target Tracking and Data Fusion in Sensor Networks,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,DE,False
GPT,Econometrics,2026-04-29 11:40:00,91,OpenAlex,https://openalex.org/W2571446175,https://doi.org/10.2307/2583225,"Forecasting, Structural Time Series Models and the Kalman Filter",1991.0,article,Journal of the Operational Research Society,Palgrave Macmillan,Robert Fildes; Andrew Harvey; Mike West; Jeff Harrison,null/unknown,0,4816.0,81.0736,0.9996601,Forecasting Techniques and Applications,Management Science and Operations Research,Decision Sciences,Social Sciences,False,closed,journal,False,English,null/unknown,False
GPT,Econometrics,2026-04-29 11:40:00,92,OpenAlex,https://openalex.org/W2147269409,https://doi.org/10.1093/acprof:oso/9780199641178.001.0001,Time Series Analysis by State Space Methods,2012.0,preprint,Oxford University Press eBooks,Oxford University Press,J. Durbin; Siem Jan Koopman,Tinbergen Institute,0,1459.0,55.6362,0.99955811,Neural Networks and Applications,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,ebook platform,False,English,NL,False
GPT,Econometrics,2026-04-29 11:40:00,95,OpenAlex,https://openalex.org/W3023254902,https://doi.org/10.3386/w0177,Dummy Endogenous Variables in a Simultaneous Equation System,1977.0,report,National Bureau of Economic Research,null/unknown,James J. Heckman,National Bureau of Economic Research,17,1880.0,null/unknown,null/unknown,Numerical methods for differential equations,Numerical Analysis,Mathematics,Physical Sciences,True,green,repository,False,English,US,False
GPT,Econometrics,2026-04-29 11:40:00,96,OpenAlex,https://openalex.org/W2152081677,https://doi.org/10.1017/cbo9780511805271,Discrete Choice Methods with Simulation,2001.0,book chapter,Cambridge University Press eBooks,Cambridge University Press,Kenneth Train,"University of California, Berkeley",178,6189.0,75.1724,0.99904671,Economic and Environmental Valuation,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,False,closed,ebook platform,False,English,US,False
GPT,Econometrics,2026-04-29 11:40:00,97,OpenAlex,https://openalex.org/W1550812296,null/unknown,Conditional logit analysis of qualitative choice behavior,1972.0,article,eScholarship (California Digital Library),California Digital Library,Daniel McFadden,null/unknown,0,13977.0,42.1999,0.9966993,Qualitative Comparative Analysis Research,Sociology and Political Science,Social Sciences,Social Sciences,False,closed,repository,False,English,null/unknown,False
GPT,Econometrics,2026-04-29 11:40:00,102,OpenAlex,https://openalex.org/W2111084117,https://doi.org/10.1016/0304-4076(75)90032-9,Maximum score estimation of the stochastic utility model of choice,1975.0,article,Journal of Econometrics,Elsevier BV,Charles F. Manski,Carnegie Mellon University,14,901.0,12.2823,0.9796029,Economic and Environmental Valuation,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,False,closed,journal,False,English,US,False
GPT,Econometrics,2026-04-29 11:40:00,107,Crossref,null/unknown,https://doi.org/10.1007/978-1-4612-0621-7_2,Single-Index Models,1998.0,book chapter,Lecture Notes in Statistics,Springer New York,Joel L. Horowitz,null/unknown,0,0.0,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
GPT,Econometrics,2026-04-29 11:40:00,109,OpenAlex,https://openalex.org/W1783283639,https://doi.org/10.1920/wp.cem.2015.3615,Alternative asymptotics and the partially linear model with many regressors,2017.0,report,null/unknown,null/unknown,Matias D. Cattaneo; Michael Jansson; Whitney K. Newey,"University of Michigan; Massachusetts Institute of Technology; University of California, Berkeley",38,44.0,null/unknown,null/unknown,Statistical Methods and Inference,Statistics and Probability,Mathematics,Physical Sciences,False,closed,null/unknown,False,English,US,False
GPT,Econometrics,2026-04-29 11:40:00,110,OpenAlex,https://openalex.org/W2047694274,https://doi.org/10.1214/aos/1176347265,The Jackknife and the Bootstrap for General Stationary Observations,1989.0,article,The Annals of Statistics,Institute of Mathematical Statistics,Hans R. Künsch,null/unknown,23,2303.0,12.6912,0.98769008,Bayesian Methods and Mixture Models,Artificial Intelligence,Computer Science,Physical Sciences,True,bronze,journal,False,English,null/unknown,False
GPT,Econometrics,2026-04-29 11:40:00,111,OpenAlex,https://openalex.org/W3122904576,https://doi.org/10.1016/j.jeconom.2003.10.030,Bootstrapping autoregressions with conditional heteroskedasticity of unknown form,2004.0,article,Journal of Econometrics,Elsevier BV,Śılvia Gonçalves; Lutz Kilian,Université de Montréal; Center for Interuniversity Research and Analysis on Organizations; European Central Bank; Center for Economic and Policy Research; University of Michigan–Ann Arbor,58,632.0,15.8368,0.98970511,Monetary Policy and Economic Impact,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences,False,closed,journal,False,English,CA; DE; US,False
GPT,Econometrics,2026-04-29 11:40:00,112,OpenAlex,https://openalex.org/W2112688502,https://doi.org/10.1214/ss/1177013815,"Bootstrap Methods for Standard Errors, Confidence Intervals, and Other Measures of Statistical Accuracy",1986.0,article,Statistical Science,Institute of Mathematical Statistics,B. Efron; R. Tibshirani,null/unknown,34,6137.0,37.0562,0.9981804,Advanced Statistical Methods and Models,Statistics and Probability,Mathematics,Physical Sciences,True,bronze,journal,False,English,null/unknown,False
GPT,Econometrics,2026-04-29 11:40:00,113,OpenAlex,https://openalex.org/W2770073130,https://doi.org/10.1111/ectj.12107,The wild bootstrap for few (treated) clusters,2017.0,article,Econometrics Journal,Oxford University Press,James G. MacKinnon; Matthew D. Webb,Queen's University; Carleton University,26,235.0,17.2501,0.99581518,Statistical Methods and Inference,Statistics and Probability,Mathematics,Physical Sciences,True,green,journal,False,English,CA,False
GPT,Econometrics,2026-04-29 11:40:00,114,OpenAlex,https://openalex.org/W2767784255,https://doi.org/10.1097/mlr.0000000000000830,Inference With Difference-in-Differences With a Small Number of Groups,2017.0,review,Medical Care,Lippincott Williams & Wilkins,Slawa Rokicki; Jessica Cohen; Günther Fink; Joshua A. Salomon; Mary Beth Landrum,Harvard University Press; University College Dublin; Harvard Global Health Institute; Swiss Tropical and Public Health Institute; University of Basel; Harvard University,38,53.0,11.2741,0.93608672,Health disparities and outcomes,Health,Social Sciences,Social Sciences,True,green,journal,False,English,US; IE; CH,False
GPT,Econometrics,2026-04-29 11:40:00,115,OpenAlex,https://openalex.org/W2791859701,https://doi.org/10.1016/j.jeconom.2021.03.014,Difference-in-differences with variation in treatment timing,2021.0,article,Journal of Econometrics,Elsevier BV,Andrew Goodman-Bacon,Federal Reserve Bank of Minneapolis; National Bureau of Economic Research,85,6687.0,927.555,1.0,Advanced Causal Inference Techniques,Statistics and Probability,Mathematics,Physical Sciences,False,closed,journal,False,English,US,False
GPT,Econometrics,2026-04-29 11:40:00,116,OpenAlex,https://openalex.org/W4225751474,https://doi.org/10.47004/wp.cem.2022.1122,Revisiting event study designs: robust and efficient estimation,2022.0,report,null/unknown,null/unknown,Kirill Borusyak; Xavier Jaravel; Jann Spiess; Alberto Abadie; Isaiah Andrews; Raj Chetty; Itzik Fadlon; Ed Glaeser; Peter Hull; Guido W. Imbens; Larry Katz; Jack Liebersohn; Benjamin Moll; Jonathan Roth; Pedro H. C. Sant’Anna; Amanda Weiss; Alexis Diamond; Jens Hainmueller; Guido Imbens; Fanyin Zheng; Jaap Abbring; Gerard Van Den; Berg; Jerome Adda; Joshua Angrist; Scott Baier; H Jeffrey; Bergstrand; Scott Baker; Natalie Bau; Christian Broda; Jonathan Parker; Brantly Callaway; Pedro Sant'anna; Doruk Cengiz; Arindrajit Dube; Attila Lindner; Ben Zippere; Clment De Chaisemartin; D' Xavier; Haultfoeuille; Di Maggio; Amir Marco; Kaveh Kermani; Majlesi; Mark Duggan; Craig Garthwaite; Aparajita Goyal; Andreas Fagereng; Martin Holm; Gisle Natvik; Laurent Gobillon; Thierry Magnac; Andrew Goodman-Bacon; Paulo Guimares; Pedro Portugal; Hilary Hoynes; Diane Schanzenbach; Douglas Almond; Cheng Hsiao; H Ching; Shui Ki; Wan; David Johnson; Nicholas Souleles; Greg Kaplan; Giovanni Violante; Patrick Kline; Raffaele Saggio; Mikkel Solvsten; Lorenz Kueng; Licheng Liu; Ye Wang; Yiqing Xu; A Mackinlay; Craig; James Mackinnon; Halbert White; Michelle Marcus; Isabel Martnez; Emmanuel Saez; Michael Siegenthaler; Jonathan Meer; Jeremy West; Conrad Miller; Robert Mcclelland; Dario Sansone,Center for Economic and Policy Research,77,695.0,null/unknown,null/unknown,"Gender, Labor, and Family Dynamics",Gender Studies,Social Sciences,Social Sciences,True,gold,null/unknown,False,English,US,False
GPT,Econometrics,2026-04-29 11:40:00,117,OpenAlex,https://openalex.org/W4293198822,https://doi.org/10.1093/ectj/utac017,Two-way fixed effects and differences-in-differences with heterogeneous treatment effects: a survey,2022.0,article,Econometrics Journal,Oxford University Press,Clément de Chaisemartin; Xavier D’Haultfœuille,Institut d'Etudes Politiques de Paris; ENSAE Paris; Centre de Recherche en Économie et Statistique,68,449.0,163.6193,0.9999335,Media Influence and Politics,Sociology and Political Science,Social Sciences,Social Sciences,False,closed,journal,False,English,FR,False
GPT,Econometrics,2026-04-29 11:40:00,118,OpenAlex,https://openalex.org/W3113269512,https://doi.org/10.1016/j.jeconom.2020.12.001,Difference-in-Differences with multiple time periods,2020.0,preprint,Journal of Econometrics,Elsevier BV,Brantly Callaway; Pedro H. C. Sant’Anna,Vanderbilt University,83,1413.0,153.6486,0.99989621,Advanced Causal Inference Techniques,Statistics and Probability,Mathematics,Physical Sciences,True,green,journal,False,English,US,False
GPT,Econometrics,2026-04-29 11:40:00,120,OpenAlex,https://openalex.org/W1978371266,https://doi.org/10.1057/be.2009.37,Mostly Harmless Econometrics: An Empiricist's Companion,2010.0,article,Business Economics,Palgrave Macmillan,Jan Kmenta,University of Michigan–Ann Arbor,0,2553.0,91.0834,0.99988987,Forecasting Techniques and Applications,Management Science and Operations Research,Decision Sciences,Social Sciences,False,closed,journal,False,English,US,False
GPT,Econometrics,2026-04-29 11:40:00,121,OpenAlex,https://openalex.org/W2102194633,https://doi.org/10.3386/t0322,Regression Discontinuity Inference with Specification Error,2006.0,report,National Bureau of Economic Research,null/unknown,David Lee; David Card,"National Bureau of Economic Research; University of California, Berkeley",18,204.0,null/unknown,null/unknown,Statistical Methods and Inference,Statistics and Probability,Mathematics,Physical Sciences,True,green,repository,False,English,US,False
GPT,Econometrics,2026-04-29 11:40:00,125,OpenAlex,https://openalex.org/W3124228313,https://doi.org/10.1086/259131,A New Approach to Consumer Theory,1966.0,article,Journal of Political Economy,University of Chicago Press,Kelvin Lancaster,null/unknown,0,8112.0,16.8212,0.98895899,Sharing Economy and Platforms,Marketing,"Business, Management and Accounting",Social Sciences,False,closed,journal,False,English,null/unknown,False
GPT,Econometrics,2026-04-29 11:40:00,126,OpenAlex,https://openalex.org/W2170513424,null/unknown,An Almost Ideal Demand System,1980.0,article,Oxford University Research Archive (ORA) (University of Oxford),University of Oxford,Angus Deaton,null/unknown,23,4198.0,87.5424,0.99954847,Economics of Agriculture and Food Markets,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,False,closed,repository,False,English,null/unknown,False
GPT,Econometrics,2026-04-29 11:40:00,127,OpenAlex,https://openalex.org/W2040385951,https://doi.org/10.1111/j.1468-0297.2006.01069_4.x,Microeconometrics; Methods and Applications,2006.0,article,The Economic Journal,Oxford University Press,Marco Barassi,University of Birmingham,0,2468.0,87.8167,0.99950903,Global Trade and Competitiveness,Strategy and Management,"Business, Management and Accounting",Social Sciences,False,closed,journal,False,English,GB,False
GPT,Econometrics,2026-04-29 11:40:00,128,Crossref,null/unknown,https://doi.org/10.1007/3-7908-1599-3_5,Econometric Analysis,null/unknown,book chapter,Contributions to Management Science,Physica-Verlag,null/unknown,null/unknown,0,7.0,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
GPT,Econometrics,2026-04-29 11:40:00,129,OpenAlex,https://openalex.org/W1555092484,null/unknown,Econometric Theory and Methods,2003.0,book chapter,null/unknown,null/unknown,Russell Davidson; James G. MacKinnon,null/unknown,0,1797.0,5.3233,0.97446809,Advanced Statistical Methods and Models,Statistics and Probability,Mathematics,Physical Sciences,False,closed,null/unknown,False,English,null/unknown,False
GPT,Econometrics,2026-04-29 11:40:00,130,OpenAlex,https://openalex.org/W2139802599,https://doi.org/10.2307/2554072,The Econometric Analysis of Time Series.,1983.0,article,Economica,Wiley,L. G. Godfrey; Andrew Harvey,null/unknown,0,920.0,42.9737,0.99927554,Forecasting Techniques and Applications,Management Science and Operations Research,Decision Sciences,Social Sciences,False,closed,journal,False,English,null/unknown,False
GPT,Econometrics,2026-04-29 11:40:00,132,OpenAlex,https://openalex.org/W1975994995,https://doi.org/10.1080/01621459.1979.10482531,Distribution of the Estimators for Autoregressive Time Series with a Unit Root,1979.0,article,Journal of the American Statistical Association,null/unknown,David A. Dickey; Wayne A. Fuller,North Carolina State University; Iowa State University,22,22828.0,16.8688,0.99002494,Financial Risk and Volatility Modeling,Finance,"Economics, Econometrics and Finance",Social Sciences,True,green,journal,False,English,US,False
GPT,Econometrics,2026-04-29 11:40:00,133,OpenAlex,https://openalex.org/W2143082178,https://doi.org/10.2307/2532976,The Statistical Analysis of Time Series.,1995.0,article,Biometrics,Oxford University Press,T. W. Anderson,null/unknown,0,2046.0,46.7188,0.99971211,Scientific Research and Discoveries,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences,False,closed,journal,False,English,null/unknown,False
GPT,Econometrics,2026-04-29 11:40:00,134,OpenAlex,https://openalex.org/W2117178635,https://doi.org/10.2307/1913610,"A Simple, Positive Semi-Definite, Heteroskedasticity and Autocorrelation Consistent Covariance Matrix",1987.0,article,Econometrica,Wiley,Whitney K. Newey; Kenneth D. West,Massachusetts Institute of Technology; National Bureau of Economic Research; University of Wisconsin–Madison,0,16905.0,128.2192,0.99964888,Advanced Decision-Making Techniques,Information Systems,Computer Science,Physical Sciences,False,closed,journal,False,English,US,False
GPT,Econometrics,2026-04-29 11:40:00,135,OpenAlex,https://openalex.org/W2108446661,https://doi.org/10.2307/2938229,Heteroskedasticity and Autocorrelation Consistent Covariance Matrix Estimation,1991.0,article,Econometrica,Wiley,Donald W. K. Andrews,null/unknown,28,4114.0,127.7381,0.99977285,Spatial and Panel Data Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,False,closed,journal,False,English,null/unknown,False
GPT,Econometrics,2026-04-29 11:40:00,137,OpenAlex,https://openalex.org/W3124550551,https://doi.org/10.2307/2297912,Automatic Lag Selection in Covariance Matrix Estimation,1994.0,article,The Review of Economic Studies,Oxford University Press,Whitney K. Newey; Kenneth D. West,Moscow Institute of Thermal Technology,18,3295.0,29.4492,0.9986803,Financial Risk and Volatility Modeling,Finance,"Economics, Econometrics and Finance",Social Sciences,False,closed,journal,False,English,RU,True
GPT,Econometrics,2026-04-29 11:40:00,138,OpenAlex,https://openalex.org/W1998883872,https://doi.org/10.1257/aer.103.3.550,Nonparametric Instrumental Variables Estimation,2013.0,article,American Economic Review,American Economic Association,Whitney K. Newey,Mitsui Memorial Hospital,34,78.0,12.0297,0.98342342,Monetary Policy and Economic Impact,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences,True,green,journal,False,English,JP,False
GPT,Econometrics,2026-04-29 11:40:00,140,OpenAlex,https://openalex.org/W2104780889,https://doi.org/10.2307/2951620,Identification and Estimation of Local Average Treatment Effects,1994.0,article,Econometrica,Wiley,Guido W. Imbens; Joshua D. Angrist,Massachusetts Institute of Technology; National Bureau of Economic Research; IZA - Institute of Labor Economics,0,4058.0,25.1057,0.99392802,Economic Policies and Impacts,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,False,closed,journal,False,English,US; DE,False
GPT,Econometrics,2026-04-29 11:40:00,141,OpenAlex,https://openalex.org/W2079597004,https://doi.org/10.2307/2998560,On the Role of the Propensity Score in Efficient Semiparametric Estimation of Average Treatment Effects,1998.0,article,Econometrica,Wiley,Jinyong Hahn,null/unknown,6,1004.0,7.0335,0.97470434,Advanced Causal Inference Techniques,Statistics and Probability,Mathematics,Physical Sciences,False,closed,journal,False,English,null/unknown,False
GPT,Econometrics,2026-04-29 11:40:00,142,OpenAlex,https://openalex.org/W1998653759,https://doi.org/10.1111/0034-6527.00321,Semiparametric Difference-in-Differences Estimators,2004.0,article,The Review of Economic Studies,Oxford University Press,Alberto Abadie,Harvard University Press; Dana-Farber/Harvard Cancer Center,60,2228.0,19.5837,0.99480129,Advanced Causal Inference Techniques,Statistics and Probability,Mathematics,Physical Sciences,False,closed,journal,False,English,US,False
GPT,Econometrics,2026-04-29 11:40:00,143,Crossref,null/unknown,https://doi.org/10.3386/t0335,Synthetic Control Methods for Comparative Case Studies: Estimating the Effect of California's Tobacco Control Program,2007.0,report,null/unknown,National Bureau of Economic Research,Alberto Abadie; Alexis Diamond; Jens Hainmueller,null/unknown,0,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
GPT,Econometrics,2026-04-29 11:40:00,144,OpenAlex,https://openalex.org/W3169407454,https://doi.org/10.1257/jel.20191450,"Using Synthetic Controls: Feasibility, Data Requirements, and Methodological Aspects",2021.0,article,Journal of Economic Literature,American Economic Association,Alberto Abadie,Massachusetts Institute of Technology,75,1303.0,205.4497,0.99990328,Advanced Causal Inference Techniques,Statistics and Probability,Mathematics,Physical Sciences,True,green,journal,False,English,US,False
GPT,Econometrics,2026-04-29 11:40:00,145,OpenAlex,https://openalex.org/W2766301804,https://doi.org/10.1080/01621459.2021.1891924,Matrix Completion Methods for Causal Panel Data Models,2018.0,preprint,Journal of the American Statistical Association,null/unknown,Susan Athey; Mohsen Bayati; Nikolay Doudchenko; Guido W. Imbens; Khashayar Khosravi,Stanford University; Google (United States),84,115.0,9.7509,0.98623932,Advanced Causal Inference Techniques,Statistics and Probability,Mathematics,Physical Sciences,True,green,journal,False,English,US,False
GPT,Econometrics,2026-04-29 11:40:00,147,OpenAlex,https://openalex.org/W2128249713,https://doi.org/10.3982/ecta6135,Panel Data Models With Interactive Fixed Effects,2009.0,article,Econometrica,Wiley,Jushan Bai,Central University of Finance and Economics,50,1643.0,95.0558,0.99922285,Spatial and Panel Data Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,False,closed,journal,False,English,CN,True
