system,query word,query datetime,rank,dataset,openalex id,doi,title,year,type,publication venue,publisher,authors,institutions,reference,cited by,fwci,citation percentile (by year/subfield),primary topic,primary subfield,primary field,primary domain,is oa,open access status,source type,retracted,language,country,from global south
Web of Science,Econometrics,2026-04-29,74,OpenAlex,https://openalex.org/W2922705140,https://doi.org/10.1146/annurev-economics-080217-053433,Machine Learning Methods That Economists Should Know About,2019.0,article,Annual Review of Economics,Annual Reviews,Susan Athey; Guido W. Imbens,National Bureau of Economic Research; Stanford University,114,977.0,87.0467,0.99943333,Advanced Causal Inference Techniques,Statistics and Probability,Mathematics,Physical Sciences,false,closed,journal,false,English,US,false
Web of Science,Econometrics,2026-04-29,75,OpenAlex,https://openalex.org/W2093054029,https://doi.org/10.1016/j.jeconom.2008.10.011,Thirty-five years of journal of econometrics,2008.0,article,Journal of Econometrics,Elsevier BV,Takeshi Amemiya,Stanford University,0,3.0,0.5093,0.77735849,Monetary Policy and Economic Impact,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,US,false
Web of Science,Econometrics,2026-04-29,76,OpenAlex,https://openalex.org/W3204408033,,Effective Portfolios --- Econometrics and Statistics in Search of Profitable Investments,2005.0,article,Acta Physica Polonica B,Jagiellonian University,Urszula Skórnik-Pokarowska,,0,3.0,0.0,0.64230582,Financial Reporting and Valuation Research,Strategy and Management,"Business, Management and Accounting",Social Sciences,false,closed,journal,false,English,Unknown,false
Web of Science,Econometrics,2026-04-29,77,OpenAlex,https://openalex.org/W1977290077,https://doi.org/10.1016/j.econmod.2010.07.018,Introduction: P.A.V.B. Swamy's contribution to Econometrics,2010.0,article,Economic Modelling,Elsevier BV,Stephen G. Hall; Lawrence R. Klein; George S. Tavlas; Arnold Zellner,University of Leicester; California University of Pennsylvania; ATEbank (Greece); University of Chicago,143,0.0,0.0,0.22574376,Monetary Policy and Economic Impact,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,GB; US; GR,false
Web of Science,Econometrics,2026-04-29,78,OpenAlex,https://openalex.org/W2070198927,https://doi.org/10.2991/ermm-14.2014.67,Experimental Teaching of Econometrics and Cultivation of Student’s Creative Ability,2014.0,article,Advances in intelligent systems research/Advances in Intelligent Systems Research,Atlantis Press,Yun Xu; Ying Ma,Wuhan University,7,0.0,0.0,0.23885082,Innovations in Educational Methods,Education,Social Sciences,Social Sciences,true,hybrid,book series,false,English,CN,true
Web of Science,Econometrics,2026-04-29,79,OpenAlex,https://openalex.org/W1980777545,https://doi.org/10.1016/j.jeconom.2015.03.019,Frontiers in Time Series and Financial Econometrics: An overview,2015.0,article,Journal of Econometrics,Elsevier BV,Shiqing Ling; Michael McAleer; Howell Tong,Hong Kong University of Science and Technology; Universidad Complutense de Madrid; Tinbergen Institute; National Tsing Hua University; Erasmus University Rotterdam; London School of Economics and Political Science,29,10.0,0.9813,0.80589874,Financial Risk and Volatility Modeling,Finance,"Economics, Econometrics and Finance",Social Sciences,true,green,journal,false,English,HK; ES; NL; TW; GB,false
Web of Science,Econometrics,2026-04-29,80,OpenAlex,https://openalex.org/W2009373226,https://doi.org/10.1287/mksc.1110.0677,<b>Foreword</b>—Revisiting the Workshop on Quantitative Marketing and Structural Econometrics,2011.0,article,Marketing Science,Institute for Operations Research and the Management Sciences,Brett R. Gordon; Raphael Thomadsen; Eric T. Bradlow; Jean‐Pierre Dubé; Richard Staelin,"Columbia University; University of California, Los Angeles; University of Pennsylvania; University of Chicago; Duke University",19,1.0,0.6353,0.79856209,Consumer Market Behavior and Pricing,Marketing,"Business, Management and Accounting",Social Sciences,false,closed,journal,false,English,US,false
Web of Science,Econometrics,2026-04-29,83,OpenAlex,https://openalex.org/W4416201518,https://doi.org/10.1093/erae/jbaf060,Bayesian econometrics in agricultural and resource economics,2025.0,article,European Review of Agricultural Economics,Oxford University Press,A. Ford Ramsey; Jisang Yu; Klaus Moeltner,University of Georgia; Agricultural University of Georgia; Agricultural & Applied Economics Association; Korea Food Research Institute; BOKU University; Virginia Tech,149,0.0,0.0,0.33002354,Statistical Methods and Bayesian Inference,Statistics and Probability,Mathematics,Physical Sciences,false,closed,journal,false,English,US; GE; KR; AT,true
Web of Science,Econometrics,2026-04-29,84,OpenAlex,https://openalex.org/W2103687613,https://doi.org/10.1111/1467-9574.00169,"Obituary: Henri Theil, 1924–2000",2001.0,article,Statistica Neerlandica,Wiley,Teun Kloek,Erasmus University Rotterdam,0,8.0,0.0,0.17411744,Economic theories and models,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,NL,false
Web of Science,Econometrics,2026-04-29,85,OpenAlex,https://openalex.org/W2484340274,https://doi.org/10.21125/edulearn.2016.0214,MANAGING AND ASSESSING TEAM PROJECTS IN ECONOMETRICS,2016.0,article,EDULEARN proceedings,"International Academy of Technology, Education and Development",Ana Jesus Lopez-Menendez; Rigoberto Pérez‐Suárez,,0,1.0,0.0,0.09875307,Educational Assessment and Pedagogy,Education,Social Sciences,Social Sciences,true,green,journal,false,English,Unknown,false
Web of Science,Econometrics,2026-04-29,86,OpenAlex,https://openalex.org/W4366598662,https://doi.org/10.1057/s41302-023-00248-z,Incorporating Racial Justice Topics into an Econometrics Course,2023.0,article,Eastern Economic Journal,Palgrave Macmillan,Marketa Halova Wolfe,Skidmore College,36,1.0,0.9423,0.74777664,Innovations in Educational Methods,Education,Social Sciences,Social Sciences,true,bronze,journal,false,English,US,false
Web of Science,Econometrics,2026-04-29,87,OpenAlex,https://openalex.org/W2014590799,https://doi.org/10.1111/0033-0124.00203,Applying Recent Developments in Time Series Econometrics to the Spatial Domain,2000.0,article,The Professional Geographer,Routledge,David I. Stern,Australian National University,0,17.0,3.3887,0.93258342,Spatial and Panel Data Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,AU,false
Web of Science,Econometrics,2026-04-29,89,OpenAlex,https://openalex.org/W2155855537,https://doi.org/10.1023/a:1003594225495,The Success of Econometrics,1999.0,article,De Economist,Springer Nature,Jan R. Magnus,Tilburg University,35,7.0,1.0747,0.85000708,Monetary Policy and Economic Impact,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,NL,false
Web of Science,Econometrics,2026-04-29,90,OpenAlex,https://openalex.org/W1969184387,https://doi.org/10.1007/s00168-007-0162-2,On diffusion of ideas in the academic world: the case of spatial econometrics,2007.0,article,The Annals of Regional Science,Springer Science+Business Media,Nikias Sarafoglou; Jean H. P. Paelinck,George Mason University,57,21.0,4.155,0.9433893,Regional Economics and Spatial Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,US,false
Web of Science,Econometrics,2026-04-29,91,OpenAlex,https://openalex.org/W3121728099,,General-Interest Versus Specialty Journals: Using Intellectual Influence of Econometrics Research to Rank Economics Journals and Articles,2010.0,article,SSRN Electronic Journal,RELX Group (Netherlands),Yong Bao; Melody Lo; Franklin G. Mixon,Purdue University West Lafayette; The University of Texas at San Antonio; Columbus State University,0,1.0,0.0,0.40473517,scientometrics and bibliometrics research,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences,true,green,repository,false,English,US,false
Web of Science,Econometrics,2026-04-29,92,OpenAlex,https://openalex.org/W4403302762,https://doi.org/10.1108/jarhe-04-2024-0180,Enhancing econometrics instruction: a study on student acceptance of the flipped classroom,2024.0,article,Journal of Applied Research in Higher Education,Babeș-Bolyai University,Magdalena Cladera,Universitat de les Illes Balears,53,0.0,0.0,0.24113086,Innovative Teaching Methods,Education,Social Sciences,Social Sciences,false,closed,journal,false,English,ES,false
Web of Science,Econometrics,2026-04-29,93,OpenAlex,https://openalex.org/W4362578301,https://doi.org/10.1016/j.jeconom.2023.03.007,Time-Varying Parameters in Econometrics: The editor’s foreword,2023.0,article,Journal of Econometrics,Elsevier BV,F. Blasques; A.C. Harvey; Siem Jan Koopman; André Lucas,Vrije Universiteit Amsterdam; Tinbergen Institute; University of Cambridge; Aarhus University,0,2.0,1.0128,0.76548307,Monetary Policy and Economic Impact,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences,true,hybrid,journal,false,English,NL; GB; DK,false
Web of Science,Econometrics,2026-04-29,94,OpenAlex,https://openalex.org/W2018468556,https://doi.org/10.1068/a270615,Bayesian Techniques in Spatial and Network Econometrics: 2. Computational Methods and Algorithms,1995.0,article,Environment and Planning A Economy and Space,SAGE Publishing,Leslie W. Hepple,University of Bristol,64,63.0,2.899,0.91455775,Spatial and Panel Data Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,GB,false
Web of Science,Econometrics,2026-04-29,95,OpenAlex,https://openalex.org/W3209148851,https://doi.org/10.1007/s40953-021-00261-z,Analytical Finite Sample Econometrics: From A. L. Nagar to Now,2021.0,preprint,Journal of Quantitative Economics,Springer Science+Business Media,Yong Bao; Aman Ullah,"Purdue University West Lafayette; University of California, Riverside",87,1.0,0.2365,0.60789831,Advanced Statistical Methods and Models,Statistics and Probability,Mathematics,Physical Sciences,false,closed,journal,false,English,US,false
Web of Science,Econometrics,2026-04-29,96,OpenAlex,https://openalex.org/W2339616122,https://doi.org/10.1007/978-3-319-28561-0_4,Distributed Web Server’s Data Performance Processing with Application of Spatial Econometrics Models,2016.0,book chapter,Advances in intelligent systems and computing,Springer Nature,Leszek Borzemski; Anna Kamińska-Chuchmała,Wrocław University of Science and Technology,23,2.0,0.7829,0.65292479,Data Management and Algorithms,Signal Processing,Computer Science,Physical Sciences,false,closed,book series,false,English,PL,false
Web of Science,Econometrics,2026-04-29,97,OpenAlex,https://openalex.org/W4313537735,https://doi.org/10.1111/joes.12544,A pulse check on recent developments in time series econometrics,2022.0,article,Journal of Economic Surveys,Wiley,Félix Chan; Les Oxley,Curtin University; Department of Finance; University of Waikato,18,0.0,0.0,0.35128792,Complex Systems and Time Series Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,true,hybrid,journal,false,English,AU; NZ,false
Web of Science,Econometrics,2026-04-29,98,OpenAlex,https://openalex.org/W1993040396,https://doi.org/10.1111/j.1467-9574.2004.00266.x,Fifty years since Koyck (1954)*,2004.0,article,Statistica Neerlandica,Wiley,Philip Hans Franses,Erasmus University Rotterdam; Euro-Mediterranean University of Fes,8,10.0,1.1163,0.86645632,Complex Systems and Time Series Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,NL; MA,true
Web of Science,Econometrics,2026-04-29,99,OpenAlex,https://openalex.org/W2089402613,https://doi.org/10.1016/s0378-4754(99)00013-0,Some uses of simulation in econometrics,1999.0,article,Mathematics and Computers in Simulation,Elsevier BV,Adrian Pagan,Australian National University,13,5.0,0.5411,0.76299522,Monetary Policy and Economic Impact,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,AU,false
Web of Science,Econometrics,2026-04-29,100,Crossref,,https://doi.org/10.4324/9780203486610,Econometrics,2004.0,book chapter,,Routledge,Jan Tinbergen,,0,3.0,,,,,,,Unknown,,,Unknown,Unknown,Unknown,Unknown
Web of Science,Econometrics,2026-04-29,102,OpenAlex,https://openalex.org/W2008332025,https://doi.org/10.1080/07474938.2011.586614,"Great Expectatrics: Great Papers, Great Journals, Great Econometrics",2011.0,article,Econometric Reviews,Taylor & Francis,Chia‐Lin Chang; Michael McAleer; Les Oxley,National Chung Hsing University; Tinbergen Institute; Erasmus University Rotterdam; Kyoto University; University of Canterbury,8,38.0,5.2696,0.96242991,scientometrics and bibliometrics research,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences,false,closed,journal,false,English,TW; NL; JP; NZ,false
Web of Science,Econometrics,2026-04-29,103,Semantic Scholar,,,Econometrics and Economic Policy,2003.0,,,,G. Chow,,46,3.0,,,Economics,,,,true,open,,Unknown,Unknown,Unknown,Unknown
Web of Science,Econometrics,2026-04-29,104,OpenAlex,https://openalex.org/W2489476171,https://doi.org/10.1002/9781119954231,Developing Econometrics,2011.0,book chapter,,,Hengqing Tong; T. Krishna Kumar; Yangxin Huang,,0,15.0,0.3597,0.7244898,Statistics Education and Methodologies,Statistics and Probability,Mathematics,Physical Sciences,false,closed,,false,English,Unknown,false
Web of Science,Econometrics,2026-04-29,105,OpenAlex,https://openalex.org/W4230578325,https://doi.org/10.1016/s0304-4076(00)00049-x,Macro-econometrics,2001.0,article,Journal of Econometrics,Elsevier BV,James H. Stock,Harvard University; John F. Kennedy University,0,3.0,0.0,0.4484432,Market Dynamics and Volatility,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,US,false
Web of Science,Econometrics,2026-04-29,106,OpenAlex,https://openalex.org/W2955344051,https://doi.org/10.1007/s40822-021-00170-9,A hybrid econometric–machine learning approach for relative importance analysis: prioritizing food policy,2021.0,preprint,Eurasian economic review :,Springer Nature,Akash Malhotra,Jawaharlal Nehru University; Indian Institute of Technology Bombay,59,2.0,0.2955,0.72167068,Market Dynamics and Volatility,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,true,green,journal,false,English,IN,true
Web of Science,Econometrics,2026-04-29,107,OpenAlex,https://openalex.org/W1786032881,https://doi.org/10.1408/32884,Measuring the World. Econometrics and Planning in Italy after the Second World War,2010.0,article,Quaderni storici,,Fabio Lavista,,0,0.0,0.0,0.11447775,Italy: Economic History and Contemporary Issues,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,Unknown,false
Web of Science,Econometrics,2026-04-29,108,OpenAlex,https://openalex.org/W3193144283,https://doi.org/10.1080/07474938.2021.1889207,Moment estimation for censored quantile regression,2021.0,article,Econometric Reviews,Taylor & Francis,Qian Wang; Songnian Chen,University of Nottingham Ningbo China; Hong Kong University of Science and Technology; University of Hong Kong,23,10.0,1.624,0.85395155,Statistical Methods and Inference,Statistics and Probability,Mathematics,Physical Sciences,false,closed,journal,false,English,CN; HK,true
Web of Science,Econometrics,2026-04-29,109,OpenAlex,https://openalex.org/W2806929125,https://doi.org/10.1016/j.econlet.2018.05.031,Can Google econometrics predict unemployment? Evidence from Spain,2018.0,article,Economics Letters,Elsevier BV,Marcos González-Fernández; Carmen González‐Velasco,Universidad de León,19,33.0,2.2663,0.88072996,Data-Driven Disease Surveillance,Epidemiology,Medicine,Health Sciences,false,closed,journal,false,English,ES,false
Web of Science,Econometrics,2026-04-29,110,OpenAlex,https://openalex.org/W3014248257,https://doi.org/10.2991/assehr.k.200312.048,The Application of Case Teaching Method in Econometrics Teaching,2020.0,article,,,Mingfang He; Hui Liu,,0,0.0,0.0,0.04990708,Innovations in Educational Methods,Education,Social Sciences,Social Sciences,true,gold,,false,English,Unknown,false
Web of Science,Econometrics,2026-04-29,111,OpenAlex,https://openalex.org/W430455938,,"CHALLENGES AND ACHIEVEMENTS OF ECONOMETRIC SOFTWARE. THE ""FOUR-F"" TEACHING TEST",2013.0,article,ICERI2013 Proceedings,,Asís López; R. Pérez,,13,0.0,0.0,0.01971801,Statistics Education and Methodologies,Statistics and Probability,Mathematics,Physical Sciences,false,closed,journal,false,English,Unknown,false
Web of Science,Econometrics,2026-04-29,116,OpenAlex,https://openalex.org/W2075337203,https://doi.org/10.1080/00220485.2014.859957,"First-Year Study Success in Economics and Econometrics: The Role of Gender, Motivation, and Math Skills",2014.0,article,The Journal of Economic Education,Taylor & Francis,Ivo J.M. Arnold; Wietske Rowaan,Erasmus University Rotterdam,17,38.0,2.9524,0.92824988,Innovations in Educational Methods,Education,Social Sciences,Social Sciences,false,closed,journal,false,English,NL,false
Web of Science,Econometrics,2026-04-29,117,OpenAlex,https://openalex.org/W4323271732,https://doi.org/10.2478/jdis-2023-0006,Causal inference using regression-based statistical control: Confusion in Econometrics,2023.0,article,Journal of Data and Information Science,Chinese Academy of Sciences,Fan Chao; Guang Yu,Harbin Institute of Technology,13,7.0,2.2577,0.8887389,Advanced Causal Inference Techniques,Statistics and Probability,Mathematics,Physical Sciences,true,diamond,journal,false,English,CN,true
Web of Science,Econometrics,2026-04-29,118,OpenAlex,https://openalex.org/W2283387421,,DESIGNING A COURSE IN ECONOMETRICS FOCUSED ON THE FINAL DEGREE PROJECT IN ECONOMICS,2015.0,article,INTED2015 Proceedings,,Marı́a Arrazola; José de Hevia; Irene Perrote; Rubén Sánchez Sánchez,,0,0.0,0.0,0.16813916,Operations Management Techniques,Management Science and Operations Research,Decision Sciences,Social Sciences,false,closed,journal,false,English,Unknown,false
Web of Science,Econometrics,2026-04-29,120,OpenAlex,https://openalex.org/W2093117924,https://doi.org/10.1111/j.1467-9787.2009.00645.x,THE FUTURE OF SPATIAL ECONOMETRICS,2010.0,article,Journal of Regional Science,Wiley,Joris Pinkse; Margaret E. Slade,Pennsylvania State University; University of British Columbia,54,179.0,50.0521,0.99775941,Spatial and Panel Data Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,US; CA,false
Web of Science,Econometrics,2026-04-29,121,OpenAlex,https://openalex.org/W2333873947,https://doi.org/10.1177/0160017614538818,Contributions to Spatial Econometrics,2014.0,article,International Regional Science Review,SAGE Publishing,Yong Bao; Raymond J.G.M. Florax; Julie Le Gallo,Purdue University West Lafayette; Université de franche-comté; Tinbergen Institute,4,6.0,1.1347,0.89256978,Spatial and Panel Data Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,US; FR; NL,false
Web of Science,Econometrics,2026-04-29,122,OpenAlex,https://openalex.org/W2255773949,https://doi.org/10.2307/1237412,"Cramer, J. S., <i>Empirical Econometrics</i>, Amsterdam North‐Holland Publishing Company, 1969, xii + 277 pp. ($8.00 paper, $12.50 cloth)",1970.0,article,American Journal of Agricultural Economics,Wiley,T. D. Wallace,Southern Methodist University,0,0.0,0.0,0.13662293,Economics of Agriculture and Food Markets,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,US,false
